     10,0.9990371
     20,0.9981085
     30,0.9931571
     40,0.9918090
     50,0.9892285
     60,0.9815511
     70,0.9761803
     80,0.9733130
     90,0.9678994
    100,0.9647198
    110,0.9590152
    120,0.9568712
    130,0.9561693
    140,0.9558141
    150,0.9554589
    160,0.9549154
    170,0.9545303
    180,0.9538926
    190,0.9533877
    200,0.9528442
    210,0.9523049
    220,0.9518770
    230,0.9514747
    240,0.9513421
    250,0.9511538
    260,0.9509826
    270,0.9507386
    280,0.9506445
    290,0.9505204
    300,0.9503663
    310,0.9502251
    320,0.9500411
    330,0.9498913
    340,0.9496217
    350,0.9495532
    360,0.9494420
    370,0.9493606
    380,0.9492879
    390,0.9492237
    400,0.9491681
    410,0.9491082
    420,0.9490654
    430,0.9489840
    440,0.9489113
    450,0.9488214
    460,0.9487187
    470,0.9486545
    480,0.9486246
    490,0.9485903
    500,0.9485561
    510,0.9485005
    520,0.9484320
    530,0.9483592
    540,0.9482822
    550,0.9482309
    560,0.9481966
    570,0.9481324
    580,0.9480768
    590,0.9480212
    600,0.9479912
    610,0.9479741
    620,0.9479356
    630,0.9478971
    640,0.9478543
    650,0.9478072
    660,0.9477729
    670,0.9477130
    680,0.9476660
    690,0.9476232
    700,0.9475889
    710,0.9475590
    720,0.9475376
    730,0.9474991
    740,0.9474691
    750,0.9474520
    760,0.9474135
    770,0.9473750
    780,0.9473322
    790,0.9472894
    800,0.9472722
    810,0.9472380
    820,0.9471995
    830,0.9471567
    840,0.9471225
    850,0.9470839
    860,0.9470540
    870,0.9470369
    880,0.9469941
    890,0.9469770
    900,0.9469342
    910,0.9469085
    920,0.9468828
    930,0.9468614
    940,0.9468315
    950,0.9468143
    960,0.9467544
    970,0.9466817
    980,0.9466474
    990,0.9465832
   1000,0.9465447
   1010,0.9464763
   1020,0.9464549
   1030,0.9464292
   1040,0.9463693
   1050,0.9463008
   1060,0.9462751
   1070,0.9462580
   1080,0.9462366
   1090,0.9462152
   1100,0.9462109
   1110,0.9461895
   1120,0.9461510
   1130,0.9461211
   1140,0.9461125
   1150,0.9460997
   1160,0.9460740
   1170,0.9460569
   1180,0.9459756
   1190,0.9459542
   1200,0.9459242
   1210,0.9459071
   1220,0.9458900
   1230,0.9458728
   1240,0.9458514
   1250,0.9458343
   1260,0.9458129
   1270,0.9457873
   1280,0.9457530
   1290,0.9457273
   1300,0.9457059
